year,COM,GUY,LBR,SEN,BRN,JPN,USA,RUS,OMN,ALB,BOL,SYR,BDI,ISL,TWN,QAT,CHE,PAK,MMR,MDG,PNG,TCD,EGY,HTI,ZAF,BHS,MAR,IND,BFA,JAM,PHL,VNM,GNQ,THA,SLE,ESP,AFG,PRT,MUS,GIN,GTM,IDN,AGO,HKG,MRT,GNB,POL,ECU,DZA,GMB,NLD,CMR,CIV,NGA,ARG,MNG,SLV,MEX,TUN,IRQ,HND,BRB,VUT,KHM,ETH,DNK,FRA,KOR,KEN,ITA,GHA,NCL,DEU,VEN,FJI,ISR,BRA,MLT,LAO,SDN,BGR,NZL,PRY,AUT,MLI,PER,LKA,BMU,GAB,BHR,HUN,PRK,JOR,CHL,KWT,CAN,CAF,CRI,GRC,TGO,TTO,COL,SWE,URY,PAN,LBN,BEL,WSM,SOM,SGP,NER,YEM,MOZ,LBY,IRN,DJI,AUS,CHN,DOM,UGA,CUB,IRL,SUR,BEN,COG,FIN,TUR,GBR,NOR,NIC,CYP
2001,0.060207225,-1.0260024,-0.55871093,-0.5701560999999999,-0.3825393,2.6740322,1.9661503,0.5462714,-1.4727726,-0.13713823,-0.6148852,-1.1387742,-0.50695956,0.049756024,1.7270021,-0.28228253,2.161588,-0.7410534000000001,-1.2845632,-1.0624851999999998,-1.2970266,-0.263125,-0.3467936,-0.8405813,0.2498335,0.3746489999999999,-0.6160059,0.38244402,-0.24546242,-0.5628387,0.15360057,-0.53397787,-2.167184,0.49264622,0.26295307,1.1380353,0.11069448,0.6887363000000001,-0.30427063,-1.2887955,-0.43618155,0.03923325,-2.1909294,0.63953763,-1.1121492,-1.3034502,0.9832379,-0.86683923,-0.9852561,0.16117382,1.299569,-1.4692051000000002,-0.7311783000000001,-1.9085765,0.1128897,-0.619765,-0.123958215,1.0886611000000002,0.054523945,-1.3104843000000002,-0.6886905,0.41846249,-0.9508589,-0.8596734,-1.0106373,1.3563272,1.6143808000000002,1.4362037,-0.53365076,1.4885446000000002,-0.78186923,-0.52392423,2.3358717,-0.013876911,-0.9144952,1.1767498,0.6584729,1.0487076000000002,-0.9226926,-1.7142953999999997,0.46429756,0.22030748,-0.7430217,1.8987739,-0.17680214,-0.31807095,-0.43380967,1.0704373,-1.6030784,-0.116484724,1.0692453000000002,0.7188637,0.54047644,-0.14812379,-0.69580096,0.8899728000000001,-0.6561331,0.0740822,0.33860704,-0.4540938,0.26520127,0.33779973,2.0168502,0.1923128,0.17863755,0.09267017,1.4254826,-0.45074198,-0.19276778,1.5870641,-0.67417616,-1.658584,-1.4769329,-0.9461452,-0.973691,0.00050654757,-0.12188961,0.53550184,-0.55896026,-1.1823702,-0.88991946,1.751955,-0.7622357,-0.9032533,-1.5108188,1.9661667,0.16821861,2.106844,0.54236585,-0.8659414000000001,0.3070051
2002,-0.6349214,-1.0506036,-0.68303555,-0.54249364,-1.3595066999999998,2.7747579,1.8531744,0.60514486,-1.3070582,-0.0580037829999999,-0.785592,-1.0700701,-0.39921188,0.17011651,1.9084723,-0.0021767765,2.2055066,-0.7574066999999999,-1.251639,-1.1095641,-1.4302986999999998,-0.092618726,-0.37218025,-0.83782333,0.32760525,0.0351274,-0.69022626,0.32974017,-0.5542593000000001,-0.45954067,0.29600963,-0.44170666,-1.8647488,0.51388705,0.29478857,1.0541078000000002,-0.11885892,0.5849555000000001,-0.38206154,-1.6841567,-0.4991297,0.098181546,-1.8043644,0.70493245,-1.0530614,-0.30444115,0.9449296,-0.97385824,-0.9281394,0.26653585,1.1757771,-1.1887127,-0.8037386999999999,-1.7059907,0.04537601,-0.7110962,-0.25857943,1.2677126,0.0598755179999999,-1.0082018,-0.63789105,0.54702353,-1.110093,-0.8577628,-1.2891183000000002,1.3447082,1.6485261000000002,1.4172724,-0.59055024,1.3944223999999998,-1.2585666000000002,-0.74777436,2.3678555,-0.008877339,-0.78802615,1.2577094,0.63134277,0.9012352,-0.99095714,-1.3366649,0.46805763,0.37067267,-0.73379564,1.8669966,-0.78669804,-0.4566028,-0.46176478,0.93473876,-1.3434105,-0.31754112,1.2323592,0.6296776,0.3402303,-0.07920136,-0.79400706,0.9672358,-0.6982352,0.083983354,0.20355362,-0.6882841,-0.056315128,0.21986128,2.134,0.0484982429999999,0.08574643,0.22090581,1.4243386999999998,-0.098269984,-0.14577717,1.7077211,-0.56283677,-1.4476366000000005,-1.3378906000000002,-0.69276947,-0.66525894,-0.033829864,-0.052461952,0.6181223000000001,-0.43339327,-1.2629521,-0.89675885,1.7939305,-1.0028981,-0.7683837,-1.4688356000000002,1.9545125,0.12981956,2.0673947,0.6895879,-0.6349458,0.33208832
2003,-0.0017992351999999,-0.6396128000000001,0.050348986,-0.4050764,-1.1658514,2.675147,1.8209832,0.6624223000000001,-1.5422136999999998,-0.19234905,-0.6239826,-0.8778091,-0.4619803,0.26667103,1.8854909,0.1683795,2.1943774,-0.75557464,-1.3125486000000002,-1.1392298,-1.4426393999999998,-1.1287120000000002,-0.31530076,-1.0457009,0.36801648,0.3089706,-0.66722375,0.30652565,-0.85527384,-0.63566834,0.0690765,-0.59029347,-2.2133164,0.56555223,0.48440132,1.0462065,-0.6427105,0.6161668,-0.2517877,-1.4527416000000002,-0.4434869000000001,0.025965247,-1.8205143,0.6424903000000001,-0.7146319,0.48164406,0.8876476000000001,-0.85902065,-1.0299716,-0.077388614,1.2414074,-1.244962,-0.7550873,-1.6212058,0.045321137,-0.90259814,-0.28137568,1.1371433000000002,-0.13293818,-0.7050951,-0.6515065999999999,0.4990729999999999,-1.2871603,-0.9317843,-1.3031434,1.3435587,1.6347579,1.367322,-0.57745415,1.4533162,-1.0852928999999998,-0.63752556,2.4097579,-0.036071993,-0.7584204000000001,1.2380198,0.63673884,1.1517177,-1.0919042,-1.2982156,0.43313622,0.36566496,-0.77125245,1.9312254,-0.84926,-0.55992526,-0.4760247999999999,0.38662073,-1.6158906000000002,-0.40507007,1.2943738,0.6661983,0.11974237,-0.12210068,-0.77830225,0.91707903,-1.0587568,-0.01340182,0.30701068,-0.4790987,-0.20088138,0.12643106,2.1398532,0.07285641,-0.015635159,0.20203274,1.3965023,-0.2905239,-0.5463522,1.7698481,-0.389677,-1.5248052,-1.2237121000000002,-0.516522,-0.7501116,-0.6326489000000001,-0.019269928,0.64367676,-0.36733323,-0.93813634,-0.6284046999999999,1.6065491000000005,-1.2243639,-1.1605059,-1.438882,2.036308,0.16873878,1.9672991,0.88056743,-0.9133619,0.1659652999999999
2004,-0.8264943000000001,-0.9328017,0.037469048,-0.6201581,-0.72082657,2.7561364,1.8183274,0.42280293,-0.70786166,-0.14247864,-0.8410870999999999,-0.6985448000000001,-1.0843761,0.10790125,1.8844151,0.01814051,2.2346032000000005,-0.7489601,-1.0482606,-1.1010801,-1.5725904,-1.6316301000000002,-0.3582345999999999,-0.9194344,0.2959972,0.029547755,-0.6265944999999999,0.20872003,-1.1184273999999998,-0.5053645999999999,0.28878608,-0.46875453,-1.928208,0.6335012,0.43205664,1.0405703000000002,-0.8890308000000001,0.705075,-0.16126224,-1.0040771000000002,-0.3939896,0.010096175,-0.8688107,0.7281599,-1.8941121,-1.2582643,0.98956776,-0.9907269,-1.1666613,-0.22746961,1.1713272,-1.3801495,-0.8359333000000001,-2.336753,-0.07084471,-0.9201976,-0.21054317,1.1837066,-0.1250921,-1.5082403,-0.6372143,0.6443078000000001,-1.2840537,-1.1452272,-1.2024444,1.3090744,1.5707902,1.4812747,-0.5655973000000001,1.4403715,-1.0150733,-0.27956593,2.4453104,-0.41193902,-0.79333276,1.2528952,0.5042326,1.2290378,-0.9964768,-1.5035524,0.39062673,0.44099137,-0.63446903,1.9589492,-0.5807983,-0.6098371,-0.42450342,0.6757598000000001,-1.0060711,-0.5512374,1.3579375,0.6953755,0.16384217,-0.24101375,-0.81954795,0.7815913000000001,-0.66701293,-0.036323477,0.29802865,-0.56962085,-0.10804857,0.0447057629999999,2.1056108,-0.051583212,0.05499693,0.26975283,1.2426647,-0.18332738,-0.7894098,1.8045015,-1.1024846,-1.2982271,-1.0096326999999998,-0.89514166,-0.6691696999999999,-0.3702223,-0.19873513,0.71060294,-0.24909662,-1.05367,-0.16826048,1.4984748,-1.0562508999999998,-1.422449,-1.4152542,1.9662807,0.24906498,1.8729874,0.7311746,-1.0038463,0.427322
2005,-0.4656114999999999,-0.5327145000000001,-0.7584342,-0.28957218,-1.7474269,2.6489823,1.7455473,0.55354667,-0.8817721,-0.30940023,-0.87630916,-0.70426023,-1.0029395,0.21327293,1.7252377,-0.11413328,2.122208,-0.59271157,-1.1166722,-0.79931146,-1.5699145,-1.2147323,-0.34046313,-0.9592983,0.24420087,0.05429809,-0.46966907,0.23850708,-1.1718836,-0.35630196,0.12892556,-0.4963153,-1.6488551,0.6763057,0.65990144,1.0538588,-0.21395054,0.67531747,-0.16447619,-1.4877768,-0.39180082,-0.07722831,-1.9427054,0.6885796,-1.3695356,-1.240898,0.96985644,-1.002174,-0.84254587,-0.42107055,1.0774057,-1.5213711,-0.8181486,-2.2570636000000004,0.14709046,-0.82512414,-0.2880296,1.346403,0.0067327414,-1.9552065,-0.7391555999999999,0.8116725,-0.83461326,-1.1249857,-1.1416441000000002,1.3095897,1.525785,1.6829718,-0.6008591,1.4635633999999995,-0.9699825,0.21788901,2.281822,-0.30888394,-0.60752916,1.3035651,0.65941715,1.2852271,-0.9770205,-1.4924133999999998,0.39941323,0.47451493,-0.63388854,1.8849411,-0.7786358,-0.5267643,-0.5047708,0.11439599,-1.5113865,-0.20043384,1.4522523,0.8623093000000001,0.20474352,-0.15282965,-0.3288654,0.88174516,-0.5234390999999999,0.07322947,0.24153346,-0.71532613,-0.14166056,0.08896148,1.9983652,0.13395509,0.06464877,0.35640422,1.2539722,0.067164,-1.077222,1.7347511000000002,-0.39758572,-1.1703723999999998,-1.2487258,-0.622238,-0.63658667,0.0892492159999999,-0.13632376,0.7578654,-0.18454477,-0.88927555,-0.15829127,1.5108176000000002,-0.53120166,-0.9706548,-1.6109142,1.961555,0.28448433,1.8288575,0.73134685,-0.92031395,0.4412104
2006,0.007926464,-0.63799274,-1.0431273,-0.5487576999999999,-0.93366545,2.4422128,1.6169177,0.31125173,-0.87181634,-0.31073138,-0.91745377,-0.49903148,-0.13921104,0.06816658,1.6683166,-0.46769875,2.0386677,-0.5004939,-1.2031838,-0.7725706999999999,-1.754684,-2.8428094,-0.30505753,-0.8555893,0.1831697,0.23525922,-0.41821516,0.202078,-0.8139898,-0.28041658,0.32714984,-0.08940447,-2.4487214,0.73282975,0.23031998,0.99094576,-0.9067231,0.6955693000000001,-0.21430771,-1.5268251,-0.17962758,0.003696653,-2.2010963,0.63347,-1.7295452,-0.773687,1.0576863,-0.96172124,-1.0797167,-0.23445365,1.1157181,-1.5707532,-0.9293002,-2.088278,0.076917134,-0.80693185,-0.12731686,1.2996733,0.14025655,-2.3271332,-0.5202167999999999,0.689051,-0.9605836,-0.8419355,-1.1291885,1.2520899,1.4996865,1.5885891,-0.40276197,1.416017,-0.92117393,-0.4270392,2.135679,-0.5559647,-0.5271655,1.2867377,0.62295943,1.536682,-0.8422700000000001,-1.7273551,0.49023396,0.40442097,-0.49234396,1.7725879,-0.5880064,-0.5235155,-0.37724996,-0.1432398999999999,-1.2162625,-0.22023927,1.4695389,0.64938444,0.31143853,-0.19315128,-1.5068184,0.8065104999999999,-0.44470093,0.07128987,0.18374796,-0.8179503,-0.34699166,0.16222805,1.9214609,0.04776525,0.51184493,0.4501130999999999,1.2342243,0.24678804,-1.0423224,1.6701343999999998,-0.5244696999999999,-1.0705591,-1.1990744,-0.7543528,-0.75581354,-0.36076063,-0.18326475,0.84224164,0.04454234,-0.78928405,0.20731437,1.5013218000000002,-0.7031838,-1.0939188,-1.8919543,1.8630219,0.41471007,1.8509778,0.6216853,-0.94161206,0.72891575
2007,-0.13615917,-0.6742085,-1.0495671999999998,-0.3356018,-0.3720886,2.3050241,1.5076287,0.18680456,-0.71964777,-0.28206617,-0.92269546,-0.4101377,-0.23358749,0.1047355,1.6184242,-0.5791194000000001,1.9791636,-0.4309810999999999,-1.0254457,-0.46253395,-1.6490928,-3.0613096,-0.23528476,-0.7185654,0.10604216,0.31534505,-0.35758314,0.27448964,-0.8898968,-0.3904777,0.32460397,-0.10253226,-1.9577338,0.87447095,0.10676164,1.003181,-0.51918787,0.7402708,-0.17294589,-1.6940444,-0.1634648,0.07663241,-1.7943202,0.7564761,-1.8598404,-1.037662,1.1114334,-0.7544645000000001,-1.6844071,-0.79220515,0.99858105,-0.82222486,-0.96142787,-2.0977638,-0.044800792,-0.9396143,-0.024915181,1.345688,0.22534475,-2.6928115000000004,-0.5494989,0.8189408,-1.0800306,-0.74386716,-1.011659,1.2362243999999998,1.4130858,1.5657793,-0.4052192,1.4059469,-0.67107886,-0.39008653,2.0519617,-0.7879444,-0.53603435,0.94154316,0.51830965,1.1402757,-0.66573316,-2.0458317,0.46423042,0.3861207,-0.49035197,1.7876663000000002,-0.45632157,-0.48878598,-0.29816502,0.4310762999999999,-1.2483888,-0.1978785,1.4846437,0.8682108000000001,0.28975812,-0.19315246,-2.2330008,0.6770784000000001,-0.77786094,0.09318925,0.2879114,-0.64008206,-0.35866794,0.18591993,1.830398,0.13832407,0.50405276,0.48926115,1.1374686,-0.30874008,0.26571247,1.6540987,-0.44313714,-1.4382639,-1.4571633,-1.400383,-0.8271608,-1.1462952,-0.099253714,0.90427166,0.033072874,-0.68120897,-0.44224387,1.2589024,-0.7269026999999999,-1.1121833,-1.7135136999999998,1.8454639,0.5031808,1.6521096000000002,0.6422944,-0.7133828000000001,0.73967427
2008,0.2972614,-0.88598365,-0.9063914,-0.58043146,-2.3504038,2.3177562000000003,1.4942429,0.062096745,-0.75026673,-0.30504617,-0.78683853,-0.2660616,-0.09410683,0.26451862,1.6095686000000002,-0.9042842,1.9806613,-0.3705145999999999,-1.0491779,-0.6115425999999999,-1.4367437,-2.4753585,-0.13784407,-0.91324097,0.13305542,0.3133917999999999,-0.4625795999999999,0.3282913,-0.95156676,-0.26986656,0.4056425,-0.041489985,-1.9652995,0.8565813,0.19319998,0.9661396,-0.19728677,0.75302106,-0.1515707,-1.3278946000000005,-0.14731647,0.05155608,-1.8757999,0.7863149,-1.9497659,-1.0794603,1.1226145,-0.7425682,-1.3363706,-0.35451874,1.0692981,-0.92534924,-0.98634225,-1.7786155,0.09602602,-1.1098268,0.076766394,1.2278479,0.167038,-2.5789173,-0.6315733,0.7856188000000001,-0.8867004,-0.78303903,-0.7906249,1.2796018,1.4888161,1.5527061000000002,-0.32409513,1.3792794,-0.82943404,-0.74100804,2.0283012,-1.1705687,-0.5850932,1.0136291,0.3856549,0.8579181,-0.7789712,-1.8618832,0.47221744,0.32311833,-0.4783154,1.7179961,-0.31712133,-0.40851542,-0.13581972,-0.28897712,-1.4015114,-0.40446767,1.501854,0.80132955,0.3616784,-0.17326713,-2.6958778,0.6087956,-0.33827403,0.10297812,0.29651308,-0.5032323000000001,-0.39921632,0.2502076,1.8179399,0.16896915,0.62214327,0.49331728,1.1773151000000002,0.52981824,-0.6283215999999999,1.913389,-0.78364,-1.107368,-0.971075,-1.714648,-1.2214096,-0.6724091999999999,-0.3971616,0.9881578,-0.058640227,-0.5599039000000001,-0.39229548,1.6167592,-0.57666314,-1.2946278,-1.5277703,1.7279502,0.51879495,1.7116035,0.6873656,-0.6334496000000001,0.9415973
2009,0.14271249,-0.9324767,-0.547523,-0.73855084,-1.2478628,2.2847443,1.4675055,0.048661005,-0.69139224,-0.35466307,-0.92721236,-0.3672534,-0.46148834,0.25214294,1.6252747,-0.94347125,2.0153220000000003,-0.4725443,-1.2445008999999998,-0.49540642,-1.6177418,-1.8248798,-0.21808149,-0.9793234,0.12679169,0.2653086,-0.3653033,0.18937139,-1.085148,-0.102845035,0.49264804,-0.107678205,-2.399328,0.89101845,0.14010578,1.0229776,-0.3897624,0.6465678,-0.044199616,-1.628207,-0.28694883,-0.07277709,-1.6072215,0.6855734,-1.3509098,-0.9379876,1.1605281,-0.8419415000000001,-1.4499476,-0.5704816999999999,1.1015464,-1.0395569,-1.1071942,-1.6672771,0.13895184,-0.87510145,-0.10293098,1.2036105,0.20318668,-2.9046192000000004,-0.58037865,0.909188,-0.6574009,-0.9309714,-0.89541036,1.3289049,1.5275161,1.6550617,-0.27993366,1.3929025,-0.8146048,1.3810747,2.041426,-0.83489865,-0.54778284,1.0818847,0.29680827,1.1704897,-0.94879717,-2.0945642,0.48909238,0.24938883,-0.5515259,1.7464358,-0.85782975,-0.48590907,-0.4439159,-0.18696989,-0.9215726,-0.087512895,1.6007508,0.51026857,0.35693952,-0.20524946,-1.657061,0.6710408,-0.5976224,0.05424202,0.23249784,-0.43430343,-0.35430557,0.3353185,1.8811946,0.11583532,0.6769162,0.52901584,1.2113446,1.223688,-1.0168616,1.979851,-1.219207,-1.1015198,-0.94594353,-1.7671099,-1.3232529,-0.055949632,-0.35823593,0.9740494,-0.20902047,-0.5744005999999999,-0.11006704,1.476167,-0.5770932,-0.8708100000000001,-1.4073368,1.8179841,0.4758585,1.6016221000000002,0.78815126,-0.798077,0.9030519
2010,0.6615031,-0.9121607,-0.7830748000000001,-0.5918937,-1.4300221000000002,2.4358158,1.5648577,0.15820508,-0.507596,-0.4830152,-0.84793335,-0.2658882999999999,-0.89358217,0.10509931,1.7498938000000002,-0.09897791,2.136332,-0.6659888,-1.2956698,-0.50799024,-1.6443293,-0.65683126,-0.20996271,-0.7563512,0.15381323,0.018022126,-0.46254393,0.16360268,-0.6394498000000001,-0.014160268,0.5426434,-0.09613513,-1.2901584,0.97529685,0.07986109,0.9928184,-0.095888525,0.6577732,-0.07980609,-1.721653,-0.3442777,-0.071884684,-1.5964296999999998,0.83713377,-2.0091188,-1.7052997,1.0828288,-0.72542244,-1.0559328,-0.7571621000000001,1.1021707,-1.0844722,-1.0799203000000002,-1.9018322,0.052101128,-1.3688637,0.017720176,1.2579603,0.2813209,-3.9149866,-0.5508337,0.812843,-0.79357433,-0.86013967,-0.9371268,1.184863,1.5047761,1.750156,-0.3383762,1.4165722,-0.78202206,-0.4943246,2.1150038,-1.2999212,-0.62249595,1.2399336,0.44124097,1.1047283,-0.85518825,-1.9976163,0.47827378,0.16702858,-0.55808556,1.8190056,-0.6071349,-0.6396065,-0.40911338,0.03278205,-1.2295061,-0.066804655,1.6509558000000002,0.31651378,0.36733946,-0.27612555,0.19048867,0.63169646,0.18691204,0.06155115,0.17188904,-0.74752593,-0.2036406,-0.00077983877,1.8158746,0.05979335,0.76813656,0.47957042,1.1759535,1.0914378999999998,-1.1555568,2.0105648,-0.75263727,-1.3028214,-1.4598452,-1.0792003,-0.65253335,-0.65974116,-0.4775229,1.0477922,-0.19651298,-0.54721385,-0.51251715,1.313718,-0.57990354,-0.7121827,-1.5174336000000002,1.6940386000000005,0.53661,1.602699,0.6265265,-0.88747394,0.7356036
2011,0.0652029,-0.8502411,-0.6911113,-0.7600733000000001,-0.9488083,2.3525293,1.5682738,-0.001622178,-0.5908724,-0.35930654,-0.90749,-0.34208134,-0.6725241,0.14653684,1.7690905,-1.0813831,2.1020546,-0.58890885,-1.0726278,-0.49573663,-1.1525446,-2.0666518,-0.19271909,-0.92522645,-0.0410616029999999,0.22686212,-0.40038437,0.2081193999999999,-0.99075097,0.038461696,0.534425,0.056153767,-1.6778929,1.0923054,-0.23908928,0.95545185,-0.78204525,0.6949812,-0.05890048,-1.7674285,-0.21443488,0.04465368,-1.578048,0.8647716999999999,-1.5595391,-1.1300442,1.1675473,-0.69454056,-1.8540609,-0.4655114000000001,0.9955168,-0.51104975,-1.0065205,-1.8709589,-0.0037557895,-1.0542511,0.08674461,1.0314736,0.44765648,-2.8372507,-0.5031858,0.5320844,-0.9690739,-0.75588673,-1.0370578,1.1783938,1.4642409,1.7554029999999998,-0.24268882,1.4107598999999995,-0.5327574,-0.9472531,2.0574179,-1.6447668000000002,-0.43681145,1.1857798000000002,0.3761334,1.3686997,-0.7717783,-1.930183,0.62812006,0.24326178,-0.48537502,1.7686691000000003,-0.67138916,-0.5335945,-0.2488697,0.07726917,-1.1257538,-0.28919655,1.6326326,0.13746129,0.254081,-0.14694417,-1.5730174,0.57468843,-0.3767591,0.21162158,0.1327871,-0.6122534000000001,-0.3696950999999999,0.048280492,1.7761127,0.10006686,0.9311138,0.3886656,1.13059,0.9491039,-1.2461787,1.8165061,-0.81323063,-1.0251215,-1.1954063999999998,-1.7102833999999998,-0.96592003,-0.738792,-0.41334367,1.1857576,-0.23352331,-0.5919352,-0.41401485,1.3108394,-0.2895707,-0.9928627,-0.92324203,1.7162241000000005,0.5938576,1.5865163,0.6031966999999999,-0.7320848000000001,0.77254105
2012,0.062021248,-0.74871224,-1.0455221,-0.37979722,-2.968605,2.3257458,1.5113401000000002,-0.123649314,-0.7828016,-0.33151206,-0.69832504,0.12079181,-0.50459373,0.20266783,1.6716863000000002,-0.6436031999999999,2.0265145,-0.6003464,-1.1575548999999998,-0.6647827,-1.0462196,-2.291195,-0.14579086,-0.5953863,0.065100685,0.3713083,-0.33059773,0.24883224,-0.6242856,-0.3072891,0.44656014,0.075500295,-1.3664318000000002,1.0156845,-0.5326123,0.9257007,-0.66629636,0.6977992,-0.101343974,-1.9041055,-0.15801442,0.04569435,-1.6100594,0.78830785,-1.501575,-1.6641793000000005,1.039598,-0.66209024,-1.7459412,-0.36801293,0.96197546,-1.0187938,-1.0147374,-1.6164985,-0.01901466,-1.3442464,0.12898922,1.1669856,0.5094323000000001,-3.0769641,-0.36281082,0.6534715999999999,-0.6853826,-0.6328743,-0.9118725,1.1594778,1.414721,1.8394792,-0.2561442,1.3966258,-1.0541047,-0.65073705,1.9774429,-1.6796685000000002,-0.33262274,1.1252542,0.34045535,0.77500147,-0.8744006,-1.291314,0.60116106,0.21502414,-0.49995968,1.7109550999999998,-0.6750856,-0.47011524,-0.24579325,0.60800934,-1.6362007,-0.017850114,1.61049,-0.10913667,0.2920498,-0.18030904,-1.1307288,0.6305755,-0.07951904,0.24381824,0.16135228,-0.5255779,-0.25740218,0.034488134,1.7212682,0.0135805764999999,1.0018778,0.36778116,1.0642503,0.58993626,-0.8538353000000001,1.7621343999999997,-1.2744532,-1.1808836,-1.274567,-2.7784371,-1.0679405,-0.18596411,-0.5371968,1.2170594,-0.087083116,-0.49273315,0.08156809,1.1761549999999998,-0.47594917,-1.0708873,-1.1535587,1.5813699,0.6575734000000001,1.5446528999999998,0.5462670000000001,-0.60562766,0.62196165
2013,-0.36952364,-0.9024103,-0.83432287,-0.5666244,-1.6639999,2.3334174,1.6120584,-0.082329914,-0.6986926,-0.44779295,-1.1429611000000002,-0.09157666,-0.60248065,0.28408948,1.7382846999999997,-0.5836094000000001,2.0899227,-0.6972238000000001,-1.1470861,-0.786091,-1.5082333,-2.8935604,-0.12015818,-0.62778306,0.116241254,0.49643466,-0.47487244,0.18185998,-0.7231025999999999,-0.36404374,0.6390826999999999,0.009263904,-1.7984201000000002,1.0672866,-0.42937702,0.9554721,-0.76721185,0.70508665,-0.09231173,-1.2810721,-0.22016531,-0.006877453,-1.2408766000000002,0.7914007,-1.6811522,-1.8888432,1.1134101,-0.8251790000000001,-1.5360299,-0.867648,1.0120056,-0.93574995,-1.0025874,-1.6794024,0.042829316,-1.2647848999999998,0.10404627,1.2327217,0.40153977,-3.147217,-0.66610634,0.60784537,-0.4351904,-0.63487613,-1.1373094,1.1903017,1.5253298,1.817145,-0.3031185999999999,1.4193834,-0.6969713000000001,-0.26288182,2.1086874,-1.2812017,-0.37463856,1.0247631,0.2803998,0.710108,-0.9071689,-1.2248971000000002,0.6223245,0.19223699,-0.5606614000000001,1.8554341,-1.046677,-0.6400442,-0.3205832,1.0207533000000002,-1.6520622,0.08063363,1.6962558999999997,-0.30492318,0.18880023,-0.18455586,-1.1989852,0.5993053,-0.47612688,0.20866947,0.073441826,-0.53209496,-0.39943725,0.034491457,1.7851293999999998,0.1288253,0.8719816999999999,0.37392837,1.1984915,0.8777845999999999,-0.97909766,1.8446854,-1.0008351,-1.2788695,-1.1315118999999998,-1.8715926,-0.23625085,-0.35226426,-0.63369036,1.2486396,-0.27257913,-0.46170148,-0.31053376,1.3278698,-0.25728965,-0.9242127,-1.4784613000000002,1.7002823,0.58001614,1.6284653,0.7109009,-0.7956476,0.36482766
2014,0.21706435,-0.88674,-1.1911339,-0.50923926,-0.8665335,2.2977893,1.5695775,-0.0067370296,-0.7307064,-0.44000176,-1.2005165,-0.22825037,-0.13325617,0.13009737,1.8504808,-0.5604898,2.027022,-0.59594554,-1.3505927,-0.69048476,-1.5643442,-2.5920036,-0.03600855,-0.89497674,0.1564145,0.19996683,-0.4294567,0.23631576,-0.79332805,-0.3908405,0.83560055,0.13576183,-2.2668903,1.1113919,-0.7184958,0.95741576,-0.98006403,0.7633522,-0.055785555,-1.7494903999999998,-0.24762209,0.06813474,-1.5470685,0.919844,-1.4258565,-1.62451,1.1328691,-1.0520556,-1.4279658000000002,-0.7972503000000001,1.08881,-0.7264128000000001,-0.8547843,-1.9012417,-0.047848355,-1.3685025,0.11639189,1.2923266000000002,0.45973772,-3.0470395,-0.37243316,0.45538458,-1.1036454,-0.5871427,-1.1472418,1.1541103,1.4323233,1.964265,-0.41178584,1.4763285,-1.1140305,-0.2019936,2.1061192,-1.1668463,-0.20919663,0.9753858,0.23286676,0.8871376,-0.9245985,-1.4739044,0.6119118,0.123648904,-0.6128219,1.7825325,-1.0271535,-0.617883,-0.30641368,1.4195409,-1.3543806,0.087173246,1.713536,-0.11844368,0.2350882999999999,-0.19623645,-1.2601066,0.6145431,0.74172586,0.13936508,0.06419325,-0.5893698,-0.5829911999999999,0.084347665,1.7256327,0.15524703,0.89972025,0.32006797,1.1829339,0.5761616999999999,-1.2957558999999998,1.7503606,-0.70915097,-1.1784924,-1.0310603,-1.539253,-0.47744897,-0.55295944,-0.58777887,1.3164431,-0.07653224,-0.50573784,-0.53205603,1.3749793,-0.278229,-0.4615005999999999,-1.3595933999999998,1.5917585,0.6641597,1.5428041,0.67842436,-0.8532103000000001,0.47685352
